dist
0
0
0
0
0
1
0
1
0
1
0
0
2
3
3
0
2
3
3
0
2
3
3
1
1
1
0
0
0
2
1
1
1
0
0
0
4
6
6
7
7
7
7
4
6
6
7
7
7
7
4
2
2
2
2
2
2
0
0
0
6
6
4
4
4
7
7
7
7
3
3
5
3
5
3
5
3
5
3
5
3
5
3
3
3
7
7
7
7
7
7
3
3
0
3
7
7
3
7
7
15
15
15
15
15
15
15
15
3
3
7
7
8
9
9
9
9
9
9
0
15
15
15
15
15
15
15
15
8
15
15
15
15
15
15
15
15
0
8
12
12
14
14
14
14
12
12
14
14
14
14
7
7
7
12
12
7
7
7
11
11
11
11
11
11
7
11
13
13
7
11
13
13
7
11
13
13
7
11
13
13
7
11
13
13
7
11
13
13
0
0
0
14
14
14
14
4
4
4
4
4
4
8
8
8
5
9
9
9
9
9
9
5
9
5
9
5
9
1
1
1
5
5
5
5
5
5
9
9
9
3
3
3
3
3
3
9
17
9
17
9
17
17
17
0
30
30
30
30
30
30
30
30
17
17
17
17
9
16
9
9
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
17
17
17
17
17
17
17
24
24
17
17
21
21
21
21
21
21
0
30
30
30
30
30
30
30
30
16
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
24
24
30
30
30
30
30
30
30
30
0
16
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
31
24
24
28
28
28
28
28
28
28
28
21
21
21
21
21
21
17
17
17
13
13
28
28
28
28
13
21
13
13
13
13
13
13
13
13
13
21
21
21
9
9
9
17
17
17
17
17
17
17
17
17
21
25
21
25
21
25
21
25
21
25
21
25
21
21
25
25
21
21
25
25
21
21
25
25
21
13
21
25
25
13
21
25
25
13
21
25
25
13
21
25
25
13
21
25
25
13
21
25
25
13
13
21
21
25
25
25
25
13
13
21
21
25
25
25
25
13
13
21
21
25
25
25
25
5
5
5
13
13
5
13
13
5
5
13
13
13
13
13
13
13
13
13
13
13
13
13
13
1
1
1
9
9
9
9
9
9
9
9
9
9
17
9
17
9
17
17
17
17
17
17
17
7
7
7
7
7
7
21
21
21
15
15
15
15
15
15
11
19
11
19
11
11
19
19
11
19
11
19
7
7
15
15
7
7
7
15
15
7
15
15
11
11
11
11
11
11
9
19
19
19
19
19
19
21
21
25
25
21
21
25
25
21
21
25
25
17
21
21
25
25
21
21
25
25
21
21
25
25
19
19
19
19
19
19
19
19
19
19
19
19
15
15
15
15
9
15
15
17
9
17
23
23
23
23
23
23
29
29
29
29
15
29
29
29
29
15
29
29
29
29
15
23
27
27
23
27
27
23
27
27
29
29
29
29
15
29
29
29
29
15
29
29
29
29
15
23
27
27
23
27
27
23
27
27
0
0
0
8
8
8
8
8
8
16
16
16
17
17
17
17
17
17
9
9
17
17
9
9
17
17
9
9
17
17
17
17
17
17
17
17
17
17
17
17
17
17
5
5
5
13
13
5
13
13
5
5
13
13
13
13
13
13
13
13
13
13
13
13
13
13
45
45
45
45
45
45
45
45
45
45
45
45
53
53
53
53
53
53
53
53
53
53
53
53
49
49
49
49
49
49
49
49
49
49
49
49
45
45
45
45
45
45
45
45
45
45
45
45
53
53
53
53
53
53
53
53
53
53
53
53
41
49
41
49
41
49
41
49
41
49
41
49
41
49
41
49
41
49
41
41
41
41
41
41
41
49
41
49
41
49
41
41
49
49
41
41
49
49
41
41
49
49
41
41
49
49
41
41
49
49
0
41
41
49
49
29
29
29
0
60
60
60
60
60
60
60
60
0
32
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
48
48
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
56
56
56
56
60
60
60
60
60
60
60
60
32
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
48
48
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
63
56
56
56
56
45
45
45
37
37
37
37
37
37
33
33
37
37
37
37
37
37
60
60
60
60
60
60
60
60
29
29
29
45
45
45
29
29
29
29
29
29
33
33
33
33
37
37
37
37
37
37
45
45
45
45
45
45
37
37
32
37
37
37
37
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
41
41
41
41
41
41
33
17
17
17
17
17
17
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
33
57
